second,phase,fatigue,action,HR_zone,power_zone,target_HR,target_power,fatigue_score,fatigue_level,slope,reward,lat,lon,elevation
43,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2815052614167614,,flat,2.64527726217001,45.18938333,10.79167833,25.0
44,warmup,low,keep going,Z1,Z1,Z1,Z1,0.26615791145207174,,flat,2.6216896504777387,45.18938333,10.79165333,25.0
45,warmup,low,keep going,Z1,Z1,Z1,Z1,0.26150983474742173,,flat,2.6284468230591296,45.18938333,10.791625,25.0
46,warmup,low,keep going,Z1,Z1,Z1,Z1,0.25075089856501553,,flat,2.630843186317446,45.18938167,10.79159333,25.0
47,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2512675971226089,,flat,2.617338455157654,45.189385,10.79156667,25.0
48,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2625450813490342,,flat,2.5955525749918857,45.18939167,10.79154333,25.0
49,warmup,low,keep going,Z1,Z1,Z1,Z1,0.26886303910954334,,flat,2.5558009466328664,45.189395,10.79151667,25.0
50,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2542918633552008,,flat,2.6177474358573365,45.18939833,10.79149,25.0
51,warmup,low,keep going,Z1,Z1,Z1,Z1,0.27203739154882106,,flat,2.610396045824705,45.1894,10.79146167,25.0
52,warmup,low,keep going,Z1,Z1,Z1,Z1,0.25808034847360234,,flat,2.517808409285509,45.1894,10.791435,25.0
53,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2583583397484452,,downhill,2.646546055607244,45.18940167,10.79140667,25.0
54,warmup,low,keep going,Z1,Z1,Z1,Z1,0.25703962572948785,,flat,2.6304679214892928,45.189405,10.79138167,24.0
55,warmup,low,keep going,Z1,Z1,Z1,Z1,0.26832196241591616,,flat,2.5899394045500084,45.18940667,10.79135833,24.0
56,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2669116730722314,,flat,2.6806175053909818,45.18941,10.79133333,24.0
57,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2510476273999261,,downhill,2.6828161852294934,45.18941167,10.79131,24.0
58,warmup,low,keep going,Z1,Z1,Z1,Z1,0.26974693794705334,,flat,2.680514231608846,45.18941333,10.79128167,23.0
59,warmup,low,keep going,Z1,Z1,Z1,Z1,0.28099269552654266,,flat,2.6131901865248084,45.189415,10.79125167,23.0
60,warmup,low,keep going,Z1,Z1,Z1,Z1,0.27978924786688153,,flat,2.5206972838850943,45.18941333,10.79122333,23.0
61,warmup,low,keep going,Z1,Z1,Z1,Z1,0.27883035348247265,,flat,2.504757573380391,45.18941333,10.79119333,23.0
62,warmup,low,keep going,Z1,Z1,Z1,Z1,0.27301024834865345,,downhill,2.584519201778497,45.18941667,10.79116667,23.0
63,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2808756264896524,,flat,2.5238683165622637,45.18941833,10.79113667,22.0
64,warmup,low,keep going,Z1,Z1,Z1,Z1,0.27643691242583296,,flat,2.6318333434287586,45.18942,10.79111,22.0
65,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2791977229224849,,flat,2.585002348497182,45.18942167,10.791085,22.0
66,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2953768941932183,,flat,2.5884797462390616,45.18942,10.791055,22.0
67,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2996655380550248,,flat,2.601159661189501,45.18941833,10.791025,22.0
68,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3007943818799122,,flat,2.662021442888281,45.18941667,10.790995,22.0
69,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2936508095579586,,flat,2.6160335886239925,45.18941833,10.79096833,22.0
70,warmup,low,keep going,Z1,Z1,Z1,Z1,0.29423338515532443,,flat,2.6526227440079575,45.18941833,10.79094,22.0
71,warmup,low,keep going,Z1,Z1,Z1,Z1,0.29736338379009053,,flat,2.634719810163987,45.18942,10.79091333,22.0
72,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2923990114744572,,flat,2.509932271608788,45.18942,10.79088833,22.0
73,warmup,low,keep going,Z1,Z1,Z1,Z1,0.31037602371016343,,flat,2.6541144219660144,45.18941833,10.79086167,22.0
74,warmup,low,keep going,Z1,Z1,Z1,Z1,0.30203625011309415,,flat,2.5051297780694854,45.189415,10.79083333,22.0
75,warmup,low,keep going,Z1,Z1,Z1,Z1,0.29353101510058494,,flat,2.695545923786007,45.18941,10.79081167,22.0
76,warmup,low,keep going,Z1,Z1,Z1,Z1,0.29272214591690376,,flat,2.5171496716222737,45.18941,10.79079,22.0
77,warmup,low,keep going,Z1,Z1,Z1,Z1,0.2994734197209025,,flat,2.5296917593548045,45.18940667,10.79076833,22.0
78,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3084397088445009,,flat,2.63199023078213,45.18940333,10.79074333,22.0
79,warmup,low,keep going,Z1,Z1,Z1,Z1,0.32557288407913487,,flat,2.5772885996443624,45.1894,10.79071667,22.0
80,warmup,low,keep going,Z1,Z1,Z1,Z1,0.31439930241450875,,flat,2.5149299388330566,45.18939333,10.790695,22.0
81,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3124579827244082,,flat,2.5185894622702043,45.18938167,10.79068167,22.0
82,warmup,low,keep going,Z1,Z1,Z1,Z1,0.33068534317337783,,flat,2.686803561667433,45.18936667,10.79067167,22.0
83,warmup,low,keep going,Z1,Z1,Z1,Z1,0.35137548781959216,,flat,2.6882039085165137,45.18935333,10.79066,22.0
84,warmup,low,keep going,Z1,Z1,Z1,Z1,0.36861715746994284,,flat,2.5436316411663347,45.18933667,10.79065333,22.0
85,warmup,low,keep going,Z1,Z1,Z1,Z1,0.37932584484416165,,flat,2.6104929019999594,45.18932167,10.79065333,22.0
86,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3833528234798424,,flat,2.5037960075491466,45.18931,10.79064833,22.0
87,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3817987335363893,,flat,2.6342609090558593,45.18929833,10.79064667,22.0
88,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39078195135302685,,flat,2.6855961560215302,45.18928167,10.790635,22.0
89,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38451871032349544,,flat,2.623033229707356,45.189265,10.79062833,22.0
90,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3704737678712435,,flat,2.6087519194289386,45.18924333,10.790625,22.0
91,warmup,low,keep going,Z1,Z1,Z1,Z1,0.35875535615072607,,flat,2.566198613091125,45.189215,10.79060833,22.0
92,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3621414455227144,,flat,2.6188455163155013,45.18919667,10.79058667,22.0
93,warmup,low,keep going,Z1,Z1,Z1,Z1,0.34479156583669085,,flat,2.5727526332488986,45.18917667,10.790575,22.0
94,warmup,low,keep going,Z1,Z1,Z1,Z1,0.34746240926265326,,uphill,2.593491854321785,45.18915833,10.79056333,22.0
95,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3689987018436864,,flat,2.526475597980012,45.18914333,10.790545,23.0
96,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3653150490436385,,uphill,2.6357281257344156,45.18912667,10.79052667,23.0
97,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3625707949802749,,flat,2.6283566708076305,45.18911167,10.79050333,24.0
98,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38414112156149205,,flat,2.524138632094525,45.18909667,10.79047833,24.0
99,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3786714472561815,,uphill,2.660126546628137,45.18907833,10.79045667,24.0
100,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3664574313580801,,flat,2.596521650243592,45.18906333,10.790435,25.0
101,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3706816879194768,,flat,2.5477389172820084,45.18904833,10.79041667,25.0
102,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3677294152608733,,flat,2.68773231134298,45.18903833,10.79040167,25.0
103,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3835249865964783,,flat,2.613697307282635,45.18902667,10.79039,25.0
104,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3935252740329689,,flat,2.650850638876322,45.18900833,10.79038333,25.0
105,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38861454338286366,,flat,2.6595920200447996,45.18898333,10.79038333,25.0
106,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38628641569862937,,flat,2.51911678315321,45.18895667,10.79039,25.0
107,warmup,low,keep going,Z1,Z1,Z1,Z1,0.37207482782438467,,flat,2.587677704253406,45.18893,10.79039167,25.0
108,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38466044460096765,,flat,2.6403785473147696,45.188905,10.79038833,25.0
109,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3832381835233605,,flat,2.5884956970908375,45.18888167,10.79038833,25.0
110,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38188112030295135,,flat,2.610699126266715,45.18885667,10.79038833,25.0
111,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3900122016576826,,uphill,2.6777099986996955,45.18883833,10.79038333,25.0
112,warmup,low,keep going,Z1,Z1,Z1,Z1,0.38271628065977403,,flat,2.5596360664095372,45.18882,10.79038167,26.0
113,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39735879278148356,,flat,2.686423974563328,45.18879833,10.79038167,26.0
114,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4054239860897537,,flat,2.6066458695057797,45.18878,10.79038167,26.0
115,warmup,low,keep going,Z1,Z1,Z1,Z1,0.3964194180217132,,flat,2.5026132771595386,45.18876,10.79038,26.0
116,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39892003691751615,,flat,2.5099337763409206,45.18873833,10.79038167,26.0
117,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39057683966990925,,uphill,2.5903142203794576,45.18871667,10.79038167,26.0
118,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39800062456479957,,flat,2.580733653665738,45.18869333,10.79038,27.0
119,warmup,low,keep going,Z1,Z1,Z1,Z1,0.39356242808832564,,flat,2.579069008284037,45.18867167,10.79037833,27.0
120,warmup,low,keep going,Z1,Z1,Z1,Z1,0.40219327941791705,,flat,2.532286422235892,45.18865167,10.79037667,27.0
121,warmup,low,keep going,Z1,Z1,Z1,Z1,0.40041505837685865,,flat,2.5031903389094117,45.188635,10.79038,27.0
122,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4024929836102781,,flat,2.547300612314271,45.18862167,10.79039,27.0
123,warmup,low,keep going,Z1,Z1,Z1,Z1,0.41666294325117753,,flat,2.517528989595373,45.18860667,10.79040333,27.0
124,warmup,low,keep going,Z1,Z1,Z1,Z1,0.41360379491543914,,flat,2.530569032066644,45.18858833,10.79041167,27.0
125,warmup,low,keep going,Z1,Z1,Z1,Z1,0.41915376767648654,,flat,2.5748155627242064,45.188565,10.79041833,27.0
126,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4261912688927774,,flat,2.6062869971111784,45.18854667,10.79041833,27.0
127,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43885431347416876,,flat,2.5530227786034203,45.18852667,10.79040833,27.0
128,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4262562521356859,,flat,2.66897150655088,45.188505,10.79039833,27.0
129,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43014842778305284,,downhill,2.6173683015680966,45.188485,10.79038833,27.0
130,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43121524243876935,,flat,2.654412927039129,45.18846333,10.790385,26.0
131,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4453873188222786,,flat,2.6855975683766053,45.18844333,10.79038833,26.0
132,warmup,low,keep going,Z1,Z1,Z1,Z1,0.46147725961366526,,flat,2.6289452007911094,45.188425,10.79038667,26.0
133,warmup,low,keep going,Z1,Z1,Z1,Z1,0.47329093148142615,,flat,2.667577437482803,45.188405,10.79038833,26.0
134,warmup,low,keep going,Z1,Z1,Z1,Z1,0.48797733291949336,,flat,2.549244030444635,45.18838833,10.79039333,26.0
135,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4746315680898747,,flat,2.595182041750534,45.18837,10.79039667,26.0
136,warmup,low,keep going,Z1,Z1,Z1,Z1,0.49075333494257434,,flat,2.658647103753917,45.18834667,10.7904,26.0
137,warmup,low,keep going,Z1,Z1,Z1,Z1,0.48400667859710894,,flat,2.626063293756924,45.18832667,10.79039833,26.0
138,warmup,low,keep going,Z1,Z1,Z1,Z1,0.47387287844165504,,flat,2.6181491260242202,45.18830333,10.790405,26.0
139,warmup,low,keep going,Z1,Z1,Z1,Z1,0.48526347359847805,,flat,2.699262699002401,45.188285,10.79040167,26.0
140,warmup,low,keep going,Z1,Z1,Z1,Z1,0.505463728873131,,flat,2.635011615533761,45.18826833,10.79039833,26.0
141,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5244694204773863,,downhill,2.5738573041792927,45.18824833,10.790395,26.0
142,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5410684592718298,,flat,2.564360128883228,45.18823,10.790395,25.0
143,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5284496108434046,,flat,2.5430910578798818,45.18821167,10.79039167,25.0
144,warmup,low,keep going,Z1,Z1,Z1,Z1,0.538833841988557,,flat,2.6299532210337637,45.18819,10.79038667,25.0
145,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5223434537816996,,flat,2.675367363452045,45.18817,10.79038333,25.0
146,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5159740687473575,,downhill,2.648169711229465,45.18814833,10.790385,25.0
147,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5256044261365603,,flat,2.6245749382034,45.18812833,10.79038833,24.0
148,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5372198391388111,,flat,2.6988126368376646,45.18811333,10.79038667,24.0
149,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5225676900311199,,flat,2.638013869342226,45.188095,10.79038333,24.0
150,warmup,low,keep going,Z1,Z1,Z1,Z1,0.508813450450366,,downhill,2.682867524615059,45.18808,10.79037667,24.0
151,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5128657879907358,,flat,2.546395589363272,45.18806167,10.790375,23.0
152,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5118137762697508,,flat,2.556259902602982,45.18804167,10.79037167,23.0
153,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5328257550861181,,flat,2.587265610991548,45.18802333,10.79036833,23.0
154,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5202209297111245,,flat,2.5566900426842336,45.18800667,10.790365,23.0
155,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5059866570549553,,flat,2.6136837335287457,45.18798833,10.79036167,23.0
156,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5068019399396848,,flat,2.5042232637121904,45.18796667,10.79036,23.0
157,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5125615243294187,,flat,2.5310135458338983,45.18794833,10.79036,23.0
158,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5131618761710744,,flat,2.600159655174181,45.18792833,10.79036,23.0
159,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5030350792712637,,flat,2.676738294402665,45.18791,10.79035833,23.0
160,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4960333193460883,,flat,2.553739455692876,45.18789167,10.79035667,23.0
161,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5174266947802914,,flat,2.5136766455064588,45.18787167,10.79035667,23.0
162,warmup,low,keep going,Z1,Z1,Z1,Z1,0.5089759214308146,,flat,2.6516126026961953,45.18785333,10.79035833,23.0
163,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4923330767036681,,flat,2.635984342067118,45.18783333,10.79035833,23.0
164,warmup,low,keep going,Z1,Z1,Z1,Z1,0.48522158716573416,,flat,2.518168112391438,45.187815,10.79035833,23.0
165,warmup,low,keep going,Z1,Z1,Z1,Z1,0.47447560280663514,,flat,2.5482277683480334,45.187795,10.79035333,23.0
166,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4652615864986752,,flat,2.6842037968957624,45.18777333,10.790355,23.0
167,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44782604779323343,,flat,2.5511497241743437,45.18775333,10.79035667,23.0
168,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4568898940194761,,flat,2.6135041737036513,45.187735,10.790355,23.0
169,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4387952549301132,,flat,2.6650830073246556,45.187715,10.79035167,23.0
170,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4432231173521917,,flat,2.6667164046117615,45.18769,10.790345,23.0
171,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4360536548146222,,flat,2.6911746275349393,45.18766667,10.79033667,23.0
172,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4334291987556285,,flat,2.6557696470687406,45.18764667,10.790325,23.0
173,warmup,low,keep going,Z1,Z1,Z1,Z1,0.42762117491785984,,flat,2.5025076075022805,45.18762833,10.790305,23.0
174,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44386904822390877,,flat,2.5120734835277005,45.18761167,10.790285,23.0
175,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43446525696183147,,flat,2.6449758910403522,45.18759167,10.790275,23.0
176,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4499252194045744,,flat,2.642975244040775,45.18757333,10.79026333,23.0
177,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4695839533427213,,flat,2.686784438242474,45.18754833,10.79026167,23.0
178,warmup,low,keep going,Z1,Z1,Z1,Z1,0.48488668519017797,,flat,2.59391037967853,45.18752,10.79026833,23.0
179,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4702453179694902,,uphill,2.582417181382312,45.187495,10.790275,23.0
180,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4559620150210353,,flat,2.62541019299081,45.187475,10.790275,24.0
181,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44454306715951797,,flat,2.50130804576763,45.18745333,10.790275,24.0
182,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43972689497289463,,flat,2.565210855594882,45.18743,10.79027,24.0
183,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4539052510512706,,flat,2.6171236763106873,45.18741333,10.79025333,24.0
184,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4453701661849333,,flat,2.669721152721322,45.187395,10.79024,24.0
185,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4538789401357092,,flat,2.544089731776559,45.18737667,10.79023833,24.0
186,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4469373441261019,,flat,2.5872531939104713,45.18735833,10.79024,24.0
187,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43853626743035357,,flat,2.5106331790174075,45.18733833,10.790245,24.0
188,warmup,low,keep going,Z1,Z1,Z1,Z1,0.42944764644036143,,flat,2.5490864620942872,45.18732167,10.79024333,24.0
189,warmup,low,keep going,Z1,Z1,Z1,Z1,0.41695522774427146,,flat,2.6261297844428473,45.18730667,10.79024,24.0
190,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4140460426695555,,flat,2.5617057729996935,45.18729,10.79023333,24.0
191,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4335293150872806,,flat,2.558132910469628,45.18727333,10.79022333,24.0
192,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44940519898624254,,flat,2.664986778850093,45.18726,10.790215,24.0
193,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4577659053850124,,flat,2.6059267441140674,45.18724167,10.79021333,24.0
194,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4518782206393544,,flat,2.6600517768420033,45.18721833,10.79021833,24.0
195,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4355462536438163,,flat,2.545827381724126,45.18719833,10.79022333,24.0
196,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4463075003366417,,flat,2.6596158685445457,45.18718167,10.790225,24.0
197,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44051794439283665,,flat,2.6697198209068147,45.187165,10.79022667,24.0
198,warmup,low,keep going,Z1,Z1,Z1,Z1,0.45147579626714607,,flat,2.629485111701471,45.18714167,10.79023167,24.0
199,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4363843478415435,,flat,2.619360068903778,45.18712,10.79023167,24.0
200,warmup,low,keep going,Z1,Z1,Z1,Z1,0.45195703257388914,,uphill,2.546482913090178,45.18710167,10.79022833,24.0
201,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44268151358486424,,flat,2.630735329878455,45.18708167,10.79022667,25.0
202,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4521451741827209,,flat,2.636193970189539,45.18706167,10.79022167,25.0
203,warmup,low,keep going,Z1,Z1,Z1,Z1,0.461107981628845,,flat,2.5785381763288293,45.18704,10.79021833,25.0
204,warmup,low,keep going,Z1,Z1,Z1,Z1,0.442989254285947,,flat,2.6426102162588894,45.18702,10.79021833,25.0
205,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4467901895261986,,flat,2.549057214838185,45.18700167,10.79021667,25.0
206,warmup,low,keep going,Z1,Z1,Z1,Z1,0.43824074932107565,,flat,2.5268117281117637,45.18698167,10.790215,25.0
207,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44190076490991154,,flat,2.6803621593778484,45.186965,10.79021,25.0
208,warmup,low,keep going,Z1,Z1,Z1,Z1,0.46207456467512525,,flat,2.5365601680565795,45.186945,10.790205,25.0
209,warmup,low,keep going,Z1,Z1,Z1,Z1,0.45364447098554445,,flat,2.671542951652481,45.18692667,10.79019667,25.0
210,warmup,low,keep going,Z1,Z1,Z1,Z1,0.44663186097796903,,flat,2.6524115716475403,45.186905,10.790195,25.0
211,warmup,low,keep going,Z1,Z1,Z1,Z1,0.42896895894813825,,uphill,2.5650348190963403,45.18688667,10.79018833,25.0
212,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4299472488038171,,flat,2.685050089171897,45.18686667,10.79018333,26.0
213,warmup,low,keep going,Z1,Z1,Z1,Z1,0.4440350289303415,,flat,2.669903951426465,45.18685,10.79017833,26.0
